200	200	
0	0	0
0	1	2
0	2	0
0	3	1
0	4	0
0	5	3
0	6	0
0	7	2
0	8	1
0	9	0
0	10	1
0	11	2
0	12	2
0	13	0
0	14	2
0	15	3
0	16	0
0	17	1
0	18	2
0	19	2
0	20	3
0	21	1
0	22	0
0	23	0
0	24	1
0	25	3
0	26	2
0	27	1
0	28	1
0	29	1
0	30	3
0	31	2
0	32	0
0	33	3
0	34	3
0	35	3
0	36	1
0	37	3
0	38	2
0	39	2
0	40	3
0	41	1
0	42	3
0	43	3
0	44	1
0	45	2
0	46	3
0	47	0
0	48	0
0	49	2
0	50	0
0	51	0
0	52	0
0	53	2
0	54	0
0	55	3
0	56	1
0	57	1
0	58	3
0	59	1
0	60	1
0	61	1
0	62	3
0	63	2
0	64	1
0	65	2
0	66	3
0	67	2
0	68	0
0	69	2
0	70	1
0	71	3
0	72	0
0	73	2
0	74	3
0	75	3
0	76	1
0	77	3
0	78	1
0	79	1
0	80	3
0	81	3
0	82	0
0	83	3
0	84	0
0	85	0
0	86	1
0	87	3
0	88	1
0	89	3
0	90	1
0	91	1
0	92	0
0	93	1
0	94	0
0	95	0
0	96	1
0	97	1
0	98	3
0	99	1
0	100	1
0	101	0
0	102	2
0	103	1
0	104	2
0	105	3
0	106	1
0	107	3
0	108	3
0	109	1
0	110	2
0	111	2
0	112	3
0	113	2
0	114	3
0	115	2
0	116	0
0	117	0
0	118	1
0	119	3
0	120	1
0	121	3
0	122	3
0	123	3
0	124	2
0	125	2
0	126	0
0	127	2
0	128	3
0	129	3
0	130	0
0	131	2
0	132	0
0	133	2
0	134	3
0	135	3
0	136	0
0	137	3
0	138	0
0	139	0
0	140	2
0	141	2
0	142	2
0	143	2
0	144	0
0	145	2
0	146	1
0	147	2
0	148	1
0	149	3
0	150	3
0	151	2
0	152	3
0	153	0
0	154	0
0	155	2
0	156	0
0	157	0
0	158	0
0	159	3
0	160	1
0	161	3
0	162	0
0	163	1
0	164	3
0	165	0
0	166	0
0	167	1
0	168	3
0	169	3
0	170	0
0	171	2
0	172	0
0	173	2
0	174	2
0	175	2
0	176	2
0	177	0
0	178	1
0	179	2
0	180	0
0	181	2
0	182	3
0	183	0
0	184	3
0	185	3
0	186	0
